Holder,Shares,Date Reported,% Out,Value,ABV
"Highbridge Capital Management, LLC.",2166826,2021-09-29,0.0754,21321567,DRAY
Marshall Wace LLP,1365939,2021-09-29,0.0475,13440839,DRAY
"Whetstone Capital Advisors, LLC",1205597,2021-09-29,0.04190000000000001,11863074,DRAY
"MMCAP International, Inc. SPC",999999,2021-09-29,0.0348,9839990,DRAY
683 Capital Management LLC,994998,2021-09-29,0.0346,9790780,DRAY
Polar Asset Management Partners Inc.,724998,2021-09-29,0.0252,7133980,DRAY
"Saba Capital Management, L.P.",549999,2021-09-29,0.0191,5411990,DRAY
UBS O'Connor LLC,502422,2021-09-29,0.0175,4943832,DRAY
"Shaw D.E. & Co., Inc.",472574,2021-09-29,0.016399999999999998,4650128,DRAY
Berkley W R Corp,436989,2021-09-29,0.0152,4299971,DRAY
