Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",11815589,2021-09-29,0.083,274594288,WBT
"Icahn, Carl, C.",11150368,2021-09-29,0.0784,259134552,WBT
Blackrock Inc.,8720917,2021-09-29,0.0613,202674111,WBT
Magnetar Financial LLC,6398485,2021-09-29,0.045,148700791,WBT
Pentwater Capital Management Lp,4000000,2021-09-29,0.0281,92960000,WBT
"Versor Investments, LP",3927802,2021-09-29,0.0276,91282118,WBT
"Water Island Capital, LLC",3275296,2021-09-29,0.023,76117879,WBT
Millennium Management LLC,3183805,2021-09-29,0.022400000000000003,73991628,WBT
UBS Group AG,3074722,2021-09-29,0.0216,71456539,WBT
Dimensional Fund Advisors LP,3045859,2021-09-29,0.021400000000000002,70785763,WBT
