Holder,Shares,Date Reported,% Out,Value,ABV
"IDG-Accel China Growth Fund III Associates, LP",4182702,2021-09-29,0.0727,5186550,SECO
FIL LTD,4023628,2021-09-29,0.07,4989298,SECO
Man Group PLC,2027700,2021-09-29,0.0353,2514348,SECO
Dimensional Fund Advisors LP,161848,2021-09-29,0.0028000000000000004,200691,SECO
Millennium Management LLC,135483,2021-09-29,0.0024,167998,SECO
Symmetry Peak Management LLC,130170,2021-09-29,0.0023,161410,SECO
"Renaissance Technologies, LLC",92200,2021-09-29,0.0016,114328,SECO
Blackrock Inc.,30674,2021-09-29,0.0005,38035,SECO
"Wealth Architects, LLC",30674,2021-09-29,0.0005,38035,SECO
HRT Financial LLC,30249,2021-09-29,0.0005,37508,SECO
