Holder,Shares,Date Reported,% Out,Value,ABV
Bellevue Group AG,4533148,2021-09-29,0.0922,39166398,KZR
Logos Global Management LP,4100000,2021-09-29,0.0834,35424000,KZR
Blackrock Inc.,2631816,2021-09-29,0.0536,22738890,KZR
"Franklin Resources, Inc.",2278349,2021-09-29,0.0464,19684935,KZR
"Vanguard Group, Inc. (The)",1916849,2021-09-29,0.039,16561575,KZR
"Suvretta Capital Management, LLC",1409956,2021-09-29,0.0287,12182019,KZR
Morgan Stanley,1216756,2021-09-29,0.0248,10512771,KZR
Orbimed Advisors LLC.,1150000,2021-09-29,0.023399999999999997,9936000,KZR
Deutsche Bank Aktiengesellschaft,791536,2021-09-29,0.0161,6838871,KZR
Palo Alto Investors Lp,656200,2021-09-29,0.0134,5669568,KZR
