Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",17577410,2021-09-29,0.1185,416057294,BOX
Blackrock Inc.,12927837,2021-09-29,0.0872,306001901,BOX
Starboard Value LP,12213663,2021-09-29,0.0824,289097403,BOX
FIL LTD,5242631,2021-09-29,0.0354,124093075,BOX
First Trust Advisors Lp,4844628,2021-09-29,0.0327,114672344,BOX
"Rgm Capital, Llc",4678947,2021-09-29,0.0316,110750675,BOX
State Street Corporation,3650277,2021-09-29,0.0246,86402056,BOX
"Geode Capital Management, LLC",3586540,2021-09-29,0.0242,84893401,BOX
Morgan Stanley,2968654,2021-09-29,0.02,70268040,BOX
"Freshford Capital Management, LLC",2105293,2021-09-29,0.014199999999999999,49832285,BOX
