Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,5955189,2021-09-29,0.0256,61636206,CRK
Bank Of New York Mellon Corporation,4993431,2021-09-29,0.021400000000000002,51682010,CRK
"Vanguard Group, Inc. (The)",4711280,2021-09-29,0.0202,48761748,CRK
Dimensional Fund Advisors LP,3672448,2021-09-29,0.0158,38009836,CRK
"Slate Path Capital, LP",3590000,2021-09-29,0.0154,37156500,CRK
Millennium Management LLC,3096579,2021-09-29,0.013300000000000001,32049592,CRK
"Vaughan Nelson Investment Management, L.P.",2985075,2021-09-29,0.0128,30895526,CRK
"Shaw D.E. & Co., Inc.",2118599,2021-09-29,0.0091,21927499,CRK
"Encompass Capital Advisors, LLC",1909000,2021-09-29,0.008199999999999999,19758150,CRK
"Geode Capital Management, LLC",1636976,2021-09-29,0.006999999999999999,16942701,CRK
