Holder,Shares,Date Reported,% Out,Value,ABV
"PL Capital Advisors, LLC",658557,2021-09-29,0.0928,7540477,MGYR
"M3F, Inc.",529396,2021-09-29,0.0746,6061584,MGYR
"AllianceBernstein, L.P.",206934,2021-09-29,0.0292,2369394,MGYR
Dimensional Fund Advisors LP,124638,2021-09-29,0.0176,1427105,MGYR
"Maltese Capital Management, LLC",92500,2021-09-29,0.013000000000000001,1059125,MGYR
Stilwell Value LLC,40000,2021-09-29,0.005600000000000001,458000,MGYR
"Freestone Capital Holdings, LLC",39974,2021-09-29,0.005600000000000001,457702,MGYR
First Manhattan Company,28015,2021-09-29,0.0039000000000000003,320771,MGYR
"Renaissance Technologies, LLC",19700,2021-09-29,0.0028000000000000004,225565,MGYR
"Vanguard Group, Inc. (The)",12780,2021-09-29,0.0018,146331,MGYR
