Holder,Shares,Date Reported,% Out,Value,ABV
Macquarie Group Limited,14721523,2021-12-30,0.16690000000000002,53733558,MIC
"Vanguard Group, Inc. (The)",5285616,2021-09-29,0.0599,214384584,MIC
Farallon Capital Management Llc,4361050,2021-09-29,0.049400000000000006,176884188,MIC
UBS Group AG,4342179,2021-09-29,0.0492,176118780,MIC
Dimensional Fund Advisors LP,3588582,2021-12-30,0.0407,13098324,MIC
Barclays PLC,3238424,2021-09-29,0.036699999999999997,131350477,MIC
"Susquehanna International Group, LLP",3213680,2021-09-29,0.0364,130346860,MIC
Bank of America Corporation,3049413,2021-12-30,0.0346,11130357,MIC
Hsbc Holdings Plc,2954169,2021-12-30,0.0335,10782716,MIC
"Ursa Fund Management, LLC",2502200,2021-09-29,0.028399999999999998,101489232,MIC
