Holder,Shares,Date Reported,% Out,Value,ABV
Minerva Advisors LLC,691253,2021-09-29,0.0774,7030043,USAP
"22NW, LP",593018,2021-09-29,0.0664,6030993,USAP
Dimensional Fund Advisors LP,551111,2021-09-29,0.0617,5604798,USAP
Royce & Associates LP,547240,2021-09-29,0.0613,5565430,USAP
"Ameriprise Financial, Inc.",473738,2021-09-29,0.053099999999999994,4817915,USAP
"Vanguard Group, Inc. (The)",411141,2021-09-29,0.046,4181303,USAP
JB Capital Partners LP,205000,2021-09-29,0.023,2084850,USAP
"Russell Investments Group, Ltd.",187193,2021-09-29,0.021,1903752,USAP
"Wittenberg Investment Management, Inc.",183259,2021-09-29,0.020499999999999997,1863744,USAP
"Brandywine Global Investment Management, LLC",166302,2021-09-29,0.018600000000000002,1691291,USAP
