Holder,Shares,Date Reported,% Out,Value,ABV
Royal Bank of Canada,74178330,2021-09-29,0.052000000000000005,7379260268,RY
Bank of Montreal/Can/,71281300,2021-09-29,0.05,7091063724,RY
"Vanguard Group, Inc. (The)",45924146,2021-09-29,0.0322,4568534044,RY
"TD Asset Management, Inc",29774573,2021-09-29,0.0209,2961974522,RY
Mackenzie Financial Corporation,29183817,2021-09-29,0.020499999999999997,2903206115,RY
FIL LTD,28336114,2021-09-29,0.0199,2818876620,RY
Bank Of Nova Scotia /,24930936,2021-09-29,0.0175,2480129513,RY
"Cibc World Markets, Inc.",20130750,2021-09-29,0.0141,2002607010,RY
1832 Asset Management L.P.,17522769,2021-09-29,0.0123,1743165060,RY
Norges Bank Investment Management,16206021,2020-12-30,0.011399999999999999,1329866083,RY
