Holder,Shares,Date Reported,% Out,Value,ABV
"Wellington Management Group, LLP",1923759,2021-09-29,0.0962,19516535,MTACU
"MSD Partners, L.P.",400000,2021-09-29,0.02,4058000,MTACU
"Gilder, Gagnon, Howe & Co.",310681,2021-09-29,0.0155,3151858,MTACU
"Bracebridge Capital, LLC",296572,2021-09-29,0.0148,3008722,MTACU
"Zeke Capital Advisors, Llc",200000,2021-09-29,0.01,2029000,MTACU
Magnetar Financial LLC,57844,2021-09-29,0.0029,586827,MTACU
Marshall Wace LLP,44184,2021-09-29,0.0022,448246,MTACU
HRT Financial LLC,43415,2021-09-29,0.0022,440445,MTACU
Nomura Holdings Inc.,32400,2021-09-29,0.0016,328698,MTACU
"TIG Advisors, LLC",32143,2021-09-29,0.0016,326090,MTACU
