Holder,Shares,Date Reported,% Out,Value,ABV
"Rivernorth Capital Management, Llc",660663,2021-09-29,0.0326,10273309,MCI
Curbstone Financial Management Corp,417186,2021-09-29,0.0206,6487242,MCI
"BHK Investment Advisors, LLC",358668,2021-09-29,0.0177,5577287,MCI
Barings LLC,219664,2021-09-29,0.0108,3415775,MCI
UBS Group AG,174984,2021-09-29,0.0086,2721001,MCI
Sky Investment Group LLC,165804,2021-09-29,0.008199999999999999,2578252,MCI
Morgan Stanley,145015,2021-09-29,0.0072,2254983,MCI
"Edwards (Benjamin F.) & Company, Inc.",139269,2021-09-29,0.0069,2165632,MCI
"Advisor Group, Inc.",105149,2021-09-29,0.0052,1635066,MCI
LPL Financial LLC,100836,2021-09-29,0.005,1567999,MCI
