Holder,Shares,Date Reported,% Out,Value,ABV
"Needham Investment Management, L.L.C.",1235000,2021-09-29,0.0591,1815450,GVP
"Renaissance Technologies, LLC",992638,2021-09-29,0.0475,1459177,GVP
"Vanguard Group, Inc. (The)",806753,2021-09-29,0.038599999999999995,1185926,GVP
S SQUARED TECHNOLOGY CORP.,739088,2021-09-29,0.0354,1086459,GVP
Minerva Advisors LLC,528318,2021-09-29,0.0253,776627,GVP
Heritage Investors Management Corporation,127753,2021-09-29,0.0060999999999999995,187796,GVP
"Susquehanna International Group, LLP",117844,2021-09-29,0.005600000000000001,173230,GVP
"Geode Capital Management, LLC",69942,2021-09-29,0.0033,102814,GVP
Blackrock Inc.,54680,2021-09-29,0.0026,80379,GVP
Northern Trust Corporation,34732,2021-09-29,0.0017000000000000001,51056,GVP
