Holder,Shares,Date Reported,% Out,Value,ABV
"Guggenheim Capital, LLC",22000000,2021-09-29,0.11,433400000,PSTH
Wells Fargo & Company,11348829,2021-09-29,0.0567,223571931,PSTH
"Baupost Group, Inc,.(The) LLC",9550504,2021-09-29,0.0478,188144928,PSTH
"Susquehanna International Group, LLP",7766009,2021-09-29,0.0388,152990377,PSTH
Ontario Teachers' Pension Plan Board,5168738,2021-09-29,0.0258,101824138,PSTH
"Aristeia Capital, LLC",3554788,2021-09-29,0.0178,70029323,PSTH
Marshall Wace LLP,2417478,2021-09-29,0.0121,47624316,PSTH
"Locust Wood Capital Advisers, LLC",2204507,2021-09-29,0.011000000000000001,43428787,PSTH
Citadel Advisors LLC,2048824,2021-09-29,0.0102,40361832,PSTH
Anson Funds Management LP,1794917,2021-09-29,0.009000000000000001,35359864,PSTH
