Holder,Shares,Date Reported,% Out,Value,ABV
Adage Capital Partners GP L.L.C.,8007272,2021-09-29,0.0786,8968144,ABEO
"Vanguard Group, Inc. (The)",3747485,2021-09-29,0.0368,4197183,ABEO
Assenagon Asset Management S.A.,3127813,2021-12-30,0.030699999999999998,1054072,ABEO
"Knoll Capital Management, LLC",2859767,2021-09-29,0.0281,3202939,ABEO
"BNP Paribas Arbitrage, SA",1854536,2021-12-30,0.0182,624978,ABEO
Blackrock Inc.,1617930,2021-12-30,0.0159,545242,ABEO
Morgan Stanley,1333179,2021-09-29,0.0131,1493160,ABEO
JP Morgan Chase & Company,1246375,2021-12-30,0.012199999999999999,420028,ABEO
AIGH Capital Management LLC,1137274,2021-12-30,0.011200000000000002,383261,ABEO
"Geode Capital Management, LLC",814919,2021-09-29,0.008,912709,ABEO
