Holder,Shares,Date Reported,% Out,Value,ABV
"Castle Creek Arbitrage, LLC",1980000,2021-09-29,0.0959,19750500,VCXAU
P. Schoenfeld Asset Management,1980000,2021-12-30,0.0959,20631600,VCXAU
HGC Investment Management Inc.,680000,2021-12-30,0.0329,7085600,VCXAU
Magnetar Financial LLC,545602,2021-12-30,0.0264,5685172,VCXAU
AQR Arbitrage LLC,350000,2021-09-29,0.0169,3491250,VCXAU
Calamos Advisors LLC,250000,2021-12-30,0.0121,2605000,VCXAU
"Exos Asset Management, LLC",100000,2021-09-29,0.0048,997500,VCXAU
"Silver Rock Financial, LP",83680,2021-12-30,0.0040999999999999995,871945,VCXAU
JP Morgan Chase & Company,30000,2021-12-30,0.0015,312600,VCXAU
Landscape Capital Management LLC,23346,2021-12-30,0.0011,243265,VCXAU
