Holder,Shares,Date Reported,% Out,Value,ABV
UBS Group AG,1187370,2021-09-29,0.0121,17525581,NMZ
Morgan Stanley,849596,2021-09-29,0.0087,12540036,NMZ
"Hennion & Walsh Asset Management, Inc.",475222,2021-09-29,0.0049,7014276,NMZ
Bank of America Corporation,450317,2021-09-29,0.0046,6646678,NMZ
"Guggenheim Capital, LLC",449000,2021-09-29,0.0046,6627240,NMZ
"Commonwealth Equity Services, LLC",410657,2021-09-29,0.0042,6061297,NMZ
Van Eck Associates Corporation,360827,2021-09-29,0.0037,5325806,NMZ
"Advisor Group, Inc.",350351,2021-09-29,0.0036,5171180,NMZ
"Harbour Investments, Inc.",293844,2021-09-29,0.003,4337137,NMZ
"Raymond James & Associates, Inc.",286101,2021-09-29,0.0029,4222850,NMZ
