Holder,Shares,Date Reported,% Out,Value,ABV
"Aristeia Capital, LLC",1346795,2021-09-29,0.0524,13333270,TWLVU
Shaolin Capital Management LLC,1337500,2021-09-29,0.052000000000000005,13241250,TWLVU
"First Pacific Advisors, LP",1197791,2021-09-29,0.0466,11858130,TWLVU
"Wealthspring Capital ,LLC",781085,2021-09-29,0.0304,7732741,TWLVU
"King Street Capital Management, LP",600000,2021-09-29,0.0233,5940000,TWLVU
VR Advisory Services Ltd,572545,2021-09-29,0.0223,5668195,TWLVU
Calamos Advisors LLC,537329,2021-09-29,0.0209,5319557,TWLVU
Magnetar Financial LLC,536735,2021-09-29,0.0209,5313676,TWLVU
Glazer Capital LLC,500570,2021-09-29,0.0195,4955643,TWLVU
"Basso Capital Management, L.P.",471724,2021-09-29,0.0184,4670067,TWLVU
