Holder,Shares,Date Reported,% Out,Value,ABV
"AWM Investment Company, Inc.",4349544,2021-09-29,0.1192,22530637,GNSS
"Manatuck Hill Partners, LLC",2459606,2021-09-29,0.0674,12740759,GNSS
"Wellington Management Group, LLP",1927071,2021-09-29,0.0528,9982227,GNSS
"Vanguard Group, Inc. (The)",1538710,2021-09-29,0.042199999999999994,7970517,GNSS
Royce & Associates LP,855492,2021-09-29,0.023399999999999997,4431448,GNSS
Blackrock Inc.,694013,2021-09-29,0.019,3594987,GNSS
"Ranger Investment Management, LP",693484,2021-09-29,0.019,3592247,GNSS
"Russell Investments Group, Ltd.",637773,2021-09-29,0.0175,3303664,GNSS
State Street Corporation,368945,2021-09-29,0.0101,1911135,GNSS
"Renaissance Technologies, LLC",325036,2021-09-29,0.0089,1683686,GNSS
