Holder,Shares,Date Reported,% Out,Value,ABV
Granahan Investment Management Inc.,1014242,2021-09-29,0.084,10233701,HGTY
Kepos Capital Lp,700000,2021-09-29,0.057999999999999996,7063000,HGTY
Fir Tree Capital Management LLP,500000,2021-09-29,0.0414,5045000,HGTY
"Basso Capital Management, L.P.",453052,2021-09-29,0.0375,4571294,HGTY
"MMCAP International, Inc. SPC",400000,2021-09-29,0.0331,4036000,HGTY
Hudson Bay Capital Management Lp,391951,2021-09-29,0.0325,3954785,HGTY
Millennium Management LLC,366181,2021-09-29,0.030299999999999997,3694766,HGTY
Deep Field Asset Management LLC,362235,2021-09-29,0.03,3654951,HGTY
"Alpine Global Management, LLC",300000,2021-09-29,0.0248,3027000,HGTY
"CVI Holdings, LLC",250000,2021-09-29,0.0207,2522500,HGTY
