Holder,Shares,Date Reported,% Out,Value,ABV
Van Eck Associates Corporation,1260101,2021-09-29,0.009399999999999999,6300505,GROY
Sprott Inc.,413665,2021-09-29,0.0031,2068325,GROY
"Steward Partners Investment Advisory, LLC",125042,2021-09-29,0.0009,625210,GROY
Morgan Stanley,73768,2021-09-29,0.0006,368840,GROY
Bank of Montreal/Can/,57000,2021-09-29,0.0004,285000,GROY
"Renaissance Technologies, LLC",53900,2021-09-29,0.0004,269500,GROY
Royal Bank of Canada,48986,2021-09-29,0.0004,244930,GROY
UBS Group AG,45947,2021-09-29,0.0003,229735,GROY
"Group One Trading, L.P.",39650,2021-09-29,0.0003,198250,GROY
Squarepoint Ops LLC,36750,2021-09-29,0.0003,183750,GROY
