Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",322919,2021-09-29,0.0116,665213,NAOV
"Geode Capital Management, LLC",200752,2021-09-29,0.0072,413549,NAOV
"Two Sigma Investments, LP",161771,2021-09-29,0.0058,333248,NAOV
"Amtrust Financial Services, Inc.",146148,2021-09-29,0.0052,301064,NAOV
State Street Corporation,94890,2021-09-29,0.0034000000000000002,195473,NAOV
Northern Trust Corporation,46869,2021-09-29,0.0017000000000000001,96550,NAOV
Citadel Advisors LLC,40824,2021-09-29,0.0015,84097,NAOV
"Bridgeway Capital Management, Inc.",37413,2021-09-29,0.0013,77070,NAOV
Bank Of New York Mellon Corporation,33330,2021-09-29,0.0012,68659,NAOV
Xtx Topco Ltd,30847,2021-09-29,0.0011,63544,NAOV
