Holder,Shares,Date Reported,% Out,Value,ABV
Invesco Ltd.,11212784,2021-09-29,0.0581,47654332,BITF
Cooper Creek Partners Management LLC,2797280,2021-09-29,0.014499999999999999,11888440,BITF
Bank of Montreal/Can/,2534719,2021-09-29,0.0131,10772555,BITF
"Susquehanna International Group, LLP",1626286,2021-09-29,0.0084,6911715,BITF
"Mirae Asset Global Investments Co., Ltd.",1368798,2021-09-29,0.0070999999999999995,5817391,BITF
"Group One Trading, L.P.",915033,2021-09-29,0.004699999999999999,3888890,BITF
Citadel Advisors LLC,667380,2021-09-29,0.0034999999999999996,2836365,BITF
"AWM Investment Company, Inc.",572838,2021-09-29,0.003,2434561,BITF
Van Eck Associates Corporation,563605,2021-09-29,0.0029,2395321,BITF
"Seven Eight Capital, LP",558618,2021-09-29,0.0029,2374126,BITF
