Holder,Shares,Date Reported,% Out,Value,ABV
SB Investment Advisers (UK) LTD,22616666,2021-09-29,0.1728,984277304,VIR
Capital International Investors,8723656,2021-09-29,0.0667,379653509,VIR
"Vanguard Group, Inc. (The)",7220317,2021-09-29,0.0552,314228195,VIR
Temasek Holdings (Private) Limited,5761045,2021-09-29,0.044000000000000004,250720678,VIR
Blackrock Inc.,5159629,2021-09-29,0.0394,224547054,VIR
Baillie Gifford and Company,3899692,2021-09-29,0.0298,169714595,VIR
Alaska Permanent Fund Corporation,3572438,2021-09-29,0.0273,155472501,VIR
State Street Corporation,2287866,2021-09-29,0.0175,99567928,VIR
"AllianceBernstein, L.P.",2137492,2021-09-29,0.0163,93023651,VIR
"Geode Capital Management, LLC",1195758,2021-09-29,0.0091,52039388,VIR
