Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,8291872,2021-12-30,0.16760000000000003,161857341,WNC
"Vanguard Group, Inc. (The)",6348619,2021-12-30,0.1283,123925042,WNC
Dimensional Fund Advisors LP,3209559,2021-12-30,0.0649,62650591,WNC
Bank Of New York Mellon Corporation,2820283,2021-12-30,0.057,55051924,WNC
State Street Corporation,1729684,2021-12-30,0.035,33763431,WNC
Towle & Company,1450342,2021-12-30,0.029300000000000003,28310675,WNC
Victory Capital Management Inc.,1422004,2021-12-30,0.0287,27757518,WNC
Royce & Associates LP,1384060,2021-12-30,0.027999999999999997,27016851,WNC
Peregrine Capital Management LLC,1341324,2021-12-30,0.0271,26182644,WNC
Boston Partners,1200579,2021-12-30,0.024300000000000002,23435302,WNC
