Holder,Shares,Date Reported,% Out,Value,ABV
Stilwell Value LLC,234543,2021-09-29,0.0712,3869959,ICCH
"M3F, Inc.",230943,2021-09-29,0.0701,3810559,ICCH
Murchinson Ltd.,129919,2021-09-29,0.0395,2143663,ICCH
"Price, Michael F.",56281,2021-09-29,0.0171,928636,ICCH
Minerva Advisors LLC,33367,2021-09-29,0.0101,550555,ICCH
"United Capital Financial Advisers, LLC",20000,2021-09-29,0.0060999999999999995,330000,ICCH
"Teton Advisors, Inc",17000,2021-09-29,0.0052,280500,ICCH
Arbiter Partners Capital Management LLC,16965,2021-09-29,0.0052,279922,ICCH
Blackrock Inc.,6112,2021-09-29,0.0019,100848,ICCH
Wells Fargo & Company,2510,2021-09-29,0.0008,41415,ICCH
