Holder,Shares,Date Reported,% Out,Value,ABV
Price (T.Rowe) Associates Inc,9434690,2021-12-30,0.1041,526833089,WBS
"Vanguard Group, Inc. (The)",9240448,2021-12-30,0.102,515986616,WBS
Blackrock Inc.,8123209,2021-12-30,0.0897,453599990,WBS
Capital International Investors,7864472,2021-12-30,0.0868,439152116,WBS
State Street Corporation,4449459,2021-12-30,0.049100000000000005,248457790,WBS
Wasatch Advisors Inc,4235872,2021-12-30,0.046799999999999994,236531092,WBS
Macquarie Group Limited,3520227,2021-12-30,0.038900000000000004,196569475,WBS
"AllianceBernstein, L.P.",2911308,2021-12-30,0.0321,162567438,WBS
Pzena Investment Management Llc,2267687,2021-12-30,0.025,126627642,WBS
"Wellington Management Group, LLP",1895706,2021-12-30,0.0209,105856223,WBS
