Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",12045121,2021-09-29,0.0701,82629530,BARK
Founders Circle Capital Llc,7943303,2021-09-29,0.0462,54491058,BARK
Morgan Stanley,4097987,2021-09-29,0.023799999999999998,28112190,BARK
"Vanguard Group, Inc. (The)",3314690,2021-09-29,0.019299999999999998,22738773,BARK
"ProShares Advisors, LLC",2391131,2021-09-29,0.0139,16403158,BARK
Capital Research Global Investors,2350000,2021-09-29,0.0137,16121000,BARK
Hood River Capital Management LLC,2121546,2021-09-29,0.0123,14553805,BARK
Blackrock Inc.,1009777,2021-09-29,0.0059,6927070,BARK
"Susquehanna International Group, LLP",695523,2021-09-29,0.004,4771287,BARK
"Geode Capital Management, LLC",674914,2021-09-29,0.0039000000000000003,4629910,BARK
