Holder,Shares,Date Reported,% Out,Value,ABV
Moody National Bank Trust Division,1164246,2021-09-29,0.33880000000000005,245178565,NWLI
Dimensional Fund Advisors LP,229700,2021-09-29,0.0669,48372523,NWLI
Blackrock Inc.,192320,2021-09-29,0.055999999999999994,40500668,NWLI
"Vanguard Group, Inc. (The)",179725,2021-09-29,0.052300000000000006,37848287,NWLI
"FMR, LLC",150944,2021-09-29,0.043899999999999995,31787296,NWLI
"Cooke & Bieler, Inc",110171,2021-09-29,0.0321,23200910,NWLI
Wells Fargo & Company,88445,2021-09-29,0.025699999999999997,18625632,NWLI
Brandes Investment Partners L.P.,82148,2021-09-29,0.0239,17299547,NWLI
"Ameriprise Financial, Inc.",67649,2021-09-29,0.0197,14246202,NWLI
"Rk Asset Management, LLC",54523,2021-09-29,0.0159,11481998,NWLI
