Holder,Shares,Date Reported,% Out,Value,ABV
"Federated Hermes, Inc.",10182088,2021-09-29,0.1499,178492002,BZUN
"Vontobel Asset Management, Inc.",2309026,2021-09-29,0.034,40477225,BZUN
Nuveen Asset Management,2091738,2021-09-29,0.0308,36668167,BZUN
Morgan Stanley,1574661,2021-09-29,0.0232,27603807,BZUN
Baillie Gifford and Company,1524932,2021-12-30,0.0225,21196554,BZUN
Credit Suisse AG,1489518,2021-09-29,0.0219,26111250,BZUN
Blackrock Inc.,1365928,2021-12-30,0.020099999999999996,18986399,BZUN
Krane Funds Advisors LLC,1338211,2021-12-30,0.0197,18601132,BZUN
Bank of Montreal/Can/,1183800,2021-12-30,0.0174,16454820,BZUN
Linden Advisors LP,1158700,2021-09-29,0.0171,20312011,BZUN
