Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,2285245,2021-09-29,0.0794,51806504,STRL
"Vanguard Group, Inc. (The)",1412496,2021-09-29,0.049100000000000005,32021284,STRL
Dimensional Fund Advisors LP,1331475,2021-09-29,0.0462,30184538,STRL
"Segall Bryant & Hamill, Llc",1272460,2021-09-29,0.044199999999999996,28846668,STRL
"Wellington Management Group, LLP",1116165,2021-09-29,0.0388,25303460,STRL
"Renaissance Technologies, LLC",1088271,2021-09-29,0.0378,24671103,STRL
Towle & Company,839083,2021-09-29,0.0291,19022011,STRL
Royce & Associates LP,618336,2021-09-29,0.0215,14017677,STRL
"22NW, LP",601201,2021-09-29,0.0209,13629226,STRL
Wasatch Advisors Inc,561926,2021-09-29,0.0195,12738862,STRL
