Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",1074425,2021-09-29,0.044000000000000004,1364519,GHSI
"Renaissance Technologies, LLC",584792,2021-09-29,0.0239,742685,GHSI
Blackrock Inc.,561554,2021-09-29,0.023,713173,GHSI
Morgan Stanley,278697,2021-09-29,0.011399999999999999,353945,GHSI
"Geode Capital Management, LLC",169865,2021-09-29,0.006999999999999999,215728,GHSI
State Street Corporation,131112,2021-09-29,0.0054,166512,GHSI
Millennium Management LLC,83559,2021-09-29,0.0034000000000000002,106119,GHSI
"Susquehanna Fundamental Investments, LLC",25900,2021-09-29,0.0011,32893,GHSI
Northern Trust Corporation,24797,2021-09-29,0.001,31492,GHSI
"Two Sigma Advisers, LP",24500,2021-09-29,0.001,31115,GHSI
