Holder,Shares,Date Reported,% Out,Value,ABV
Polar Asset Management Partners Inc.,1650000,2021-09-29,0.07440000000000001,16038000,SHQA
Spring Creek Capital LLC,1650000,2021-09-29,0.07440000000000001,16038000,SHQA
Farallon Capital Management Llc,1650000,2021-09-29,0.07440000000000001,16038000,SHQA
"Highbridge Capital Management, LLC.",1075013,2021-09-29,0.048499999999999995,10449126,SHQA
"Atalaya Capital Management, LP",1000000,2021-09-29,0.0451,9720000,SHQA
"Shaw D.E. & Co., Inc.",657421,2021-09-29,0.0297,6390132,SHQA
Citadel Advisors LLC,631778,2021-09-29,0.0285,6140882,SHQA
Periscope Capital Inc.,600000,2021-09-29,0.0271,5832000,SHQA
CNH Partners LLC,453987,2021-09-29,0.020499999999999997,4412753,SHQA
Marshall Wace LLP,443893,2021-09-29,0.02,4314639,SHQA
