Holder,Shares,Date Reported,% Out,Value,ABV
Newport Trust Co,43855318,2021-09-29,0.07519999999999999,9645538640,BA
"Vanguard Group, Inc. (The)",42917783,2021-09-29,0.0736,9439337193,BA
Blackrock Inc.,30650087,2021-09-29,0.0526,6741180134,BA
State Street Corporation,26599764,2021-09-29,0.045599999999999995,5850352094,BA
"FMR, LLC",11974050,2021-09-29,0.020499999999999997,2633572557,BA
"Loomis Sayles & Company, LP",11157021,2021-09-29,0.0191,2453875198,BA
"Geode Capital Management, LLC",8408616,2021-09-29,0.0144,1849391003,BA
Morgan Stanley,6082129,2021-09-29,0.0104,1337703452,BA
Bank of America Corporation,5264575,2021-09-29,0.009000000000000001,1157890625,BA
Northern Trust Corporation,4819864,2021-09-29,0.0083,1060080888,BA
