Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",46831386,2021-09-29,0.1515,2481126830,UDR
Cohen & Steers Inc.,43763462,2021-09-29,0.14150000000000001,2318588216,UDR
Blackrock Inc.,31872367,2021-09-29,0.10310000000000001,1688598003,UDR
State Street Corporation,16716171,2021-09-29,0.0541,885622739,UDR
Invesco Ltd.,12426309,2021-09-29,0.04019999999999999,658345850,UDR
"FMR, LLC",9731585,2021-09-29,0.0315,515579373,UDR
Daiwa Securities Group Inc.,8315247,2021-09-29,0.0269,440541786,UDR
JP Morgan Chase & Company,7316383,2021-09-29,0.023700000000000002,387621971,UDR
Capital World Investors,6373899,2021-09-29,0.0206,337689169,UDR
"Geode Capital Management, LLC",5699479,2021-09-29,0.0184,301958397,UDR
