Holder,Shares,Date Reported,% Out,Value,ABV
"ETF Managers Group, LLC",11265937,2021-09-29,0.056799999999999996,77960284,ACB
"Vanguard Group, Inc. (The)",6034462,2021-09-29,0.0304,41758477,ACB
"Mirae Asset Global Investments Co., Ltd.",1801385,2021-09-29,0.0091,12465584,ACB
Morgan Stanley,1334962,2021-09-29,0.0067,9237937,ACB
Bank of America Corporation,1277624,2021-09-29,0.0064,8841158,ACB
"Shaw D.E. & Co., Inc.",1012521,2021-09-29,0.0051,7006645,ACB
Bank of Montreal/Can/,878245,2021-09-29,0.0044,6077455,ACB
Sculptor Capital Lp,723848,2021-09-29,0.0037,5009028,ACB
"TD Asset Management, Inc",659000,2021-09-29,0.0033,4560280,ACB
"Susquehanna International Group, LLP",618880,2021-09-29,0.0031,4282649,ACB
