Holder,Shares,Date Reported,% Out,Value,ABV
"ETF Managers Group, LLC",1579556,2021-09-29,0.0265,9872225,HITI
"AdvisorShares Investments, LLC",351447,2021-12-30,0.0059,1493649,HITI
"Jane Street Group, LLC",48352,2021-09-29,0.0008,302200,HITI
Virtu Financial LLC,46171,2021-09-29,0.0008,288568,HITI
"Geode Capital Management, LLC",46134,2021-09-29,0.0008,288337,HITI
"Cibc World Markets, Inc.",18999,2021-09-29,0.0003,118743,HITI
"Simplex Trading, LLC",18716,2021-09-29,0.0003,116975,HITI
Citadel Advisors LLC,18368,2021-09-29,0.0003,114800,HITI
"Susquehanna International Group, LLP",16361,2021-09-29,0.0003,102256,HITI
Bank of Montreal/Can/,15957,2021-09-29,0.0003,99731,HITI
