Holder,Shares,Date Reported,% Out,Value,ABV
City of London Investment Management Co. Limited,100432,2021-09-29,0.022799999999999997,1082656,MXE
CSS LLC,34137,2021-09-29,0.0078000000000000005,367996,MXE
"Wolverine Asset Management, LLC",22246,2021-09-29,0.0051,239811,MXE
"Susquehanna International Group, LLP",10318,2021-09-29,0.0023,111228,MXE
Lazard Asset Management LLC,9568,2021-09-29,0.0022,103143,MXE
Morgan Stanley,6992,2021-09-29,0.0016,75373,MXE
"Winmill & Co., Inc.",2740,2021-09-29,0.0006,29537,MXE
UBS Group AG,2359,2021-09-29,0.0005,25430,MXE
"Blue Bell Private Wealth Management, LLC",1400,2021-09-29,0.0003,15092,MXE
"SRS Capital Advisors, Inc.",608,2021-09-29,0.0001,6554,MXE
