Holder,Shares,Date Reported,% Out,Value,ABV
"ACT Capital, LLC",1010000,2021-09-29,0.04019999999999999,1919000,IKT
Kepos Capital Lp,700000,2021-09-29,0.0278,1330000,IKT
"Vanguard Group, Inc. (The)",478704,2021-09-29,0.019,909537,IKT
"FMR, LLC",433300,2021-09-29,0.0172,823270,IKT
"Sabby Management, LLC",425014,2021-09-29,0.0169,807526,IKT
Murchinson Ltd.,320947,2021-09-29,0.0128,609799,IKT
"Antara Capital, LP",303000,2021-09-29,0.012,575700,IKT
Millennium Management LLC,101278,2021-09-29,0.004,192428,IKT
"Zeke Capital Advisors, Llc",93800,2021-09-29,0.0037,178220,IKT
Blackrock Inc.,50741,2021-09-29,0.002,96407,IKT
