Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",12604392,2021-09-29,0.0849,2991526397,OKTA
Blackrock Inc.,12325210,2021-12-30,0.083,2762942325,OKTA
Price (T.Rowe) Associates Inc,9981291,2021-09-29,0.0672,2368959605,OKTA
Morgan Stanley,5399181,2021-09-29,0.0364,1281441618,OKTA
"FMR, LLC",3794377,2021-09-29,0.0255,900557437,OKTA
Allianz Asset Management GmbH,3724095,2021-12-30,0.025099999999999997,834830376,OKTA
Jennison Associates LLC,2983320,2021-12-30,0.020099999999999996,668770844,OKTA
State Street Corporation,2700273,2021-09-29,0.0182,640882793,OKTA
Capital Research Global Investors,2687145,2021-09-29,0.0181,637766994,OKTA
"Sands Capital Management, LLC",2609932,2021-12-30,0.0176,585068456,OKTA
