Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",6004542,2021-09-29,0.095,204634791,WSBC
Blackrock Inc.,5364735,2021-09-29,0.0848,182830168,WSBC
Dimensional Fund Advisors LP,4331127,2021-09-29,0.06849999999999999,147604808,WSBC
Wesbanco Bank Inc.,2642056,2021-09-29,0.0418,90041268,WSBC
State Street Corporation,2097617,2021-09-29,0.0332,71486787,WSBC
Macquarie Group Limited,1606347,2021-09-29,0.0254,54744305,WSBC
"FMR, LLC",1293606,2021-09-29,0.020499999999999997,44086092,WSBC
"Geode Capital Management, LLC",1180798,2021-09-29,0.0187,40241595,WSBC
Bank of America Corporation,973887,2021-09-29,0.0154,33190068,WSBC
Northern Trust Corporation,948484,2021-09-29,0.015,32324334,WSBC
