Holder,Shares,Date Reported,% Out,Value,ABV
Veracity Capital LLC,275000,2021-12-30,0.0232,1639000,ISUN
"Vanguard Group, Inc. (The)",238988,2021-09-29,0.0202,1983600,ISUN
Essex Investment Management Co Inc,218583,2021-12-30,0.018500000000000003,1302754,ISUN
"Claraphi Advisory Network, LLC",115848,2021-12-30,0.0098,690454,ISUN
"FNY Investment Advisers, LLC",115000,2021-12-30,0.0097,685400,ISUN
Blackrock Inc.,93726,2021-12-30,0.0079,558606,ISUN
"Geode Capital Management, LLC",56451,2021-12-30,0.0048,336447,ISUN
"Raymond James Financial Services Advisors, Inc.",29134,2021-12-30,0.0025,173638,ISUN
"Susquehanna International Group, LLP",25370,2021-09-29,0.0021,210571,ISUN
"Susquehanna Fundamental Investments, LLC",22272,2021-09-29,0.0019,184857,ISUN
