Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",21453101,2021-09-29,0.10039999999999999,2408754180,CZR
"FMR, LLC",20722827,2021-09-29,0.0969,2326759015,CZR
Capital Research Global Investors,15904191,2021-09-29,0.07440000000000001,1785722565,CZR
Blackrock Inc.,14740788,2021-09-29,0.069,1655095676,CZR
Capital World Investors,10853917,2021-09-29,0.0508,1218677800,CZR
"Point Break Capital Management, LLC",10004899,2021-09-29,0.046799999999999994,1123350059,CZR
Invesco Ltd.,8295568,2021-09-29,0.0388,931426375,CZR
State Street Corporation,7753632,2021-09-29,0.0363,870577800,CZR
Janus Henderson Group PLC,7458340,2021-09-29,0.0349,837422415,CZR
Capital International Investors,4425826,2021-09-29,0.0207,496931743,CZR
