Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,161185,2021-09-29,0.0254,2540275,NXC
UBS Group AG,42327,2021-09-29,0.0067,667073,NXC
Wells Fargo & Company,33044,2021-09-29,0.0052,520773,NXC
"Advisors Asset Management, Inc.",30269,2021-09-29,0.0048,477039,NXC
"B. Riley Wealth Management, Inc.",26626,2021-09-29,0.0042,419625,NXC
"Advisor Group, Inc.",20366,2021-09-29,0.0032,320968,NXC
First Foundation Advisors,19352,2021-09-29,0.003,304987,NXC
"Winfield Associates, Inc.",16600,2021-09-29,0.0026,261616,NXC
Cetera Advisors LLC,15000,2021-09-29,0.0024,236400,NXC
"Alpha Cubed Investments, Llc",13381,2021-09-29,0.0021,210884,NXC
