Holder,Shares,Date Reported,% Out,Value,ABV
Van Eck Associates Corporation,8273505,2021-12-30,0.055099999999999996,9928206,GLDG
Ruffer LLP,2501996,2021-09-29,0.0167,2927335,GLDG
Millennium Management LLC,187277,2021-09-29,0.0012,219114,GLDG
"First Republic Investment Management, Inc.",167000,2021-09-29,0.0011,195390,GLDG
Royal Bank of Canada,141049,2021-09-29,0.0009,165027,GLDG
Credit Suisse AG,120000,2021-09-29,0.0008,140400,GLDG
Morgan Stanley,83554,2021-09-29,0.0006,97758,GLDG
"Two Sigma Advisers, LP",60500,2021-09-29,0.0004,70785,GLDG
Credit Agricole S.A.,50300,2021-09-29,0.0003,58851,GLDG
"Bedel Financial Consulting, Inc.",50000,2021-12-30,0.0003,60000,GLDG
