Holder,Shares,Date Reported,% Out,Value,ABV
Adage Capital Partners GP L.L.C.,4050000,2021-09-29,0.081,39447000,MIT
"Cohanzick Management, LLC",1604125,2021-09-29,0.0321,15624177,MIT
Millennium Management LLC,1529575,2021-09-29,0.030600000000000002,14898060,MIT
Marshall Wace LLP,1522517,2021-09-29,0.0305,14829315,MIT
Fir Tree Capital Management LLP,1506180,2021-09-29,0.0301,14670193,MIT
Periscope Capital Inc.,1245037,2021-09-29,0.024900000000000002,12126660,MIT
Citadel Advisors LLC,1139301,2021-09-29,0.022799999999999997,11096791,MIT
Hudson Bay Capital Management Lp,1075953,2021-09-29,0.0215,10479782,MIT
"Saba Capital Management, L.P.",1062882,2021-09-29,0.0213,10352470,MIT
Polar Asset Management Partners Inc.,999999,2021-09-29,0.02,9739990,MIT
