Holder,Shares,Date Reported,% Out,Value,ABV
Hudson Bay Capital Management Lp,1413953,2021-09-29,0.0562,13927437,QFTA
Glazer Capital LLC,1312136,2021-09-29,0.052199999999999996,12924539,QFTA
Dark Forest Capital Management LP,1290337,2021-09-29,0.0513,12709819,QFTA
Periscope Capital Inc.,1259600,2021-09-29,0.0501,12407060,QFTA
"MMCAP International, Inc. SPC",1000000,2021-09-29,0.0398,9850000,QFTA
"Radcliffe Capital Management, L.P.",869307,2021-09-29,0.0346,8562673,QFTA
"Saba Capital Management, L.P.",773290,2021-09-29,0.030699999999999998,7616906,QFTA
Goldman Sachs Group Inc,767322,2021-09-29,0.0305,7558121,QFTA
"CVI Holdings, LLC",750000,2021-09-29,0.0298,7387500,QFTA
Karpus Management Inc,726378,2021-09-29,0.028900000000000002,7154823,QFTA
