Holder,Shares,Date Reported,% Out,Value,ABV
SIT Investment Associates Inc,482289,2021-09-29,0.0579,7494771,HNW
Cohen & Steers Inc.,158069,2021-09-29,0.019,2456392,HNW
Invesco Ltd.,130441,2021-09-29,0.015700000000000002,2027053,HNW
"Ameriprise Financial, Inc.",88572,2021-09-29,0.0106,1376408,HNW
"Guggenheim Capital, LLC",81857,2021-09-29,0.0098,1272057,HNW
"Shaker Financial Services, LLC",70944,2021-09-29,0.0085,1102469,HNW
Colony Group Llc,68944,2021-09-29,0.0083,1071389,HNW
"Raymond James Financial Services Advisors, Inc.",68888,2021-09-29,0.0083,1070519,HNW
"Sterneck Capital Management, LLC",60778,2021-09-29,0.0073,944490,HNW
Wells Fargo & Company,59859,2021-09-29,0.0072,930208,HNW
