Holder,Shares,Date Reported,% Out,Value,ABV
"Rivernorth Capital Management, Llc",1485000,2021-09-29,0.099,14731200,AACIU
AQR Arbitrage LLC,275000,2021-09-29,0.0183,2728000,AACIU
Periscope Capital Inc.,219597,2021-12-30,0.0146,2202557,AACIU
Mangrove Partners,200000,2021-12-30,0.013300000000000001,2006000,AACIU
"Cubist Systematic Strategies, LLC",109914,2021-12-30,0.0073,1102437,AACIU
Millennium Management LLC,35256,2021-12-30,0.0024,353617,AACIU
"Ancora Advisors, Llc",20100,2021-12-30,0.0013,201603,AACIU
Landscape Capital Management LLC,13782,2021-12-30,0.0009,138233,AACIU
Rockefeller Capital Management L.P.,11780,2021-12-30,0.0008,118153,AACIU
UBS Group AG,1890,2021-12-30,0.0001,18956,AACIU
