Holder,Shares,Date Reported,% Out,Value,ABV
TB Alternative Assets Ltd.,1538249,2021-09-29,0.013000000000000001,1099694,YJ
"Renaissance Technologies, LLC",277000,2021-09-29,0.0023,198027,YJ
Morgan Stanley,241380,2021-09-29,0.002,172562,YJ
Citadel Advisors LLC,89210,2021-09-29,0.0008,63776,YJ
Millennium Management LLC,64392,2021-09-29,0.0005,46033,YJ
HRT Financial LLC,60749,2021-09-29,0.0005,43429,YJ
Penserra Capital Management LLC,54796,2021-09-29,0.0005,39173,YJ
"AJ Wealth Strategies, LLC",23740,2021-09-29,0.0002,16971,YJ
Dimensional Fund Advisors LP,22359,2021-09-29,0.0002,15984,YJ
"Two Sigma Securities, LLC",16908,2021-09-29,0.0001,12087,YJ
