Holder,Shares,Date Reported,% Out,Value,ABV
"Raymond James & Associates, Inc.",1098121,2021-09-29,0.0279,19656365,EOI
"Ameriprise Financial, Inc.",660251,2021-09-29,0.0168,11818492,EOI
Bank of America Corporation,596959,2021-09-29,0.0152,10685566,EOI
Morgan Stanley,594089,2021-09-29,0.0151,10634193,EOI
Invesco Ltd.,513356,2021-09-29,0.0131,9189072,EOI
"Guggenheim Capital, LLC",497694,2021-09-29,0.0127,8908722,EOI
Cambridge Investment Research Advisors Inc.,407060,2021-09-29,0.0104,7286374,EOI
"Raymond James Financial Services Advisors, Inc.",358658,2021-09-29,0.0091,6419978,EOI
Wells Fargo & Company,255377,2021-09-29,0.006500000000000001,4571248,EOI
Cohen & Steers Inc.,219489,2021-09-29,0.005600000000000001,3928853,EOI
