Holder,Shares,Date Reported,% Out,Value,ABV
"Steamboat Capital Partners, LLC",217450,2021-12-30,0.2341,1463438,WHLRP
"Highland Capital Management Fund Advisors, L.P.",82301,2021-12-30,0.0886,553885,WHLRP
"Corbin Capital Partners, LP",50000,2021-12-30,0.0538,336500,WHLRP
"Wolverine Asset Management, LLC",47213,2021-12-30,0.0508,317743,WHLRP
"Advisor Group, Inc.",27390,2021-12-30,0.029500000000000002,184334,WHLRP
"Commonwealth Equity Services, LLC",17460,2021-12-30,0.018799999999999997,117505,WHLRP
"Third Avenue Management, LLC",12000,2021-12-30,0.0129,80760,WHLRP
"Lowe Wealth Advisors, LLC",900,2021-12-30,0.001,6057,WHLRP
Morgan Stanley,322,2021-12-30,0.0003,2167,WHLRP
UBS Group AG,48,2021-12-30,0.0001,323,WHLRP
