Holder,Shares,Date Reported,% Out,Value,ABV
"Baker Brothers Advisors, LLC",47288259,2021-09-29,0.2586,8029546378,SGEN
Capital International Investors,12893510,2021-09-29,0.0705,2189317998,SGEN
Blackrock Inc.,12250826,2021-09-29,0.067,2080190254,SGEN
"Wellington Management Group, LLP",12191481,2021-09-29,0.0667,2070113473,SGEN
"Vanguard Group, Inc. (The)",12076668,2021-09-29,0.066,2050618226,SGEN
Price (T.Rowe) Associates Inc,6989864,2021-09-29,0.0382,1186878907,SGEN
Primecap Management Company,4835900,2021-09-29,0.0264,821135820,SGEN
JP Morgan Chase & Company,4061481,2021-09-29,0.0222,689639473,SGEN
State Street Corporation,3315465,2021-09-29,0.0181,562965957,SGEN
"Geode Capital Management, LLC",1673082,2021-09-29,0.0091,284089323,SGEN
