Holder,Shares,Date Reported,% Out,Value,ABV
Wells Fargo & Company,6190646,2021-09-29,0.184,49710887,ZEPP
FIL LTD,2055080,2021-09-29,0.0611,16502292,ZEPP
"Goldman Sachs Group, Inc.",1673125,2021-09-29,0.049699999999999994,13435193,ZEPP
"Franklin Resources, Inc.",1376066,2021-09-29,0.0409,11049809,ZEPP
State Street Corporation,768906,2021-09-29,0.022799999999999997,6174315,ZEPP
Blackrock Inc.,634981,2021-09-29,0.0189,5098897,ZEPP
Franchise Capital Limited,269174,2021-09-29,0.008,2161467,ZEPP
"Mitsubishi UFJ Kokusai Asset Management Co., Ltd",166972,2021-09-29,0.005,1340785,ZEPP
Dimensional Fund Advisors LP,110581,2021-09-29,0.0033,887965,ZEPP
Morgan Stanley,107997,2021-09-29,0.0032,867215,ZEPP
