Holder,Shares,Date Reported,% Out,Value,ABV
Magnetar Financial LLC,2029820,2021-09-29,0.1015,20298200,OSTRU
Shaolin Capital Management LLC,999281,2021-09-29,0.05,9992810,OSTRU
"Basso Capital Management, L.P.",403564,2021-09-29,0.0202,4035640,OSTRU
"Goldman Sachs Group, Inc.",312461,2021-09-29,0.015600000000000001,3124610,OSTRU
Calamos Advisors LLC,302300,2021-09-29,0.0151,3023000,OSTRU
"Yakira Capital Management, Inc.",150500,2021-09-29,0.0075,1505000,OSTRU
"Granby Capital Management, LLC",150000,2021-09-29,0.0075,1500000,OSTRU
Walleye Capital LLC,131350,2021-09-29,0.0066,1313500,OSTRU
"SkyView Investment Advisors, LLC",125000,2021-09-29,0.0063,1250000,OSTRU
"Susquehanna International Group, LLP",111438,2021-09-29,0.005600000000000001,1114380,OSTRU
