Holder,Shares,Date Reported,% Out,Value,ABV
Intel Corporation,46040786,2021-09-29,0.0762,463170307,JOBY
"Baupost Group, Inc,.(The) LLC",10000000,2021-09-29,0.0166,100600000,JOBY
Baillie Gifford and Company,7677200,2021-09-29,0.0127,77232632,JOBY
Blackrock Inc.,7059369,2021-09-29,0.011699999999999999,71017252,JOBY
"Vanguard Group, Inc. (The)",5653286,2021-09-29,0.009399999999999999,56872057,JOBY
"FMR, LLC",3999999,2021-09-29,0.0066,40239989,JOBY
"Slate Path Capital, LP",3500000,2021-09-29,0.0058,35210000,JOBY
Invesco Ltd.,3004723,2021-09-29,0.005,30227513,JOBY
Spring Creek Capital LLC,2490973,2021-09-29,0.0040999999999999995,25059188,JOBY
"Geode Capital Management, LLC",2151544,2021-09-29,0.0036,21644532,JOBY
