Holder,Shares,Date Reported,% Out,Value,ABV
"General Atlantic, L.P.",76328615,2021-09-29,0.40759999999999996,1219731267,ALHC
Warburg Pincus LLC,24802721,2021-09-29,0.1325,396347481,ALHC
"FMR, LLC",16835895,2021-09-29,0.08990000000000001,269037602,ALHC
Price (T.Rowe) Associates Inc,8464257,2021-09-29,0.0452,135258826,ALHC
Capital World Investors,3500000,2021-09-29,0.0187,55930000,ALHC
Blackrock Inc.,3052783,2021-09-29,0.0163,48783472,ALHC
"Vanguard Group, Inc. (The)",2494093,2021-09-29,0.013300000000000001,39855606,ALHC
"AllianceBernstein, L.P.",2220858,2021-09-29,0.011899999999999999,35489310,ALHC
Brown Advisory Inc.,1667386,2021-09-29,0.0089,26644828,ALHC
Hood River Capital Management LLC,1535610,2021-09-29,0.008199999999999999,24539047,ALHC
