Holder,Shares,Date Reported,% Out,Value,ABV
Millennium Management LLC,537000,2021-09-29,0.0358,5380740,TCACU
"J. Goldman & Co., L.P.",521548,2021-09-29,0.0348,5225910,TCACU
Calamos Advisors LLC,500000,2021-09-29,0.0333,5010000,TCACU
"Bracebridge Capital, LLC",323402,2021-09-29,0.0216,3240488,TCACU
Periscope Capital Inc.,250400,2021-09-29,0.0167,2509008,TCACU
Lombard Odier Asset Management (USA) Corp,150000,2021-09-29,0.01,1503000,TCACU
"Cowen Investment Management, LLC",150000,2021-09-29,0.01,1503000,TCACU
"Susquehanna International Group, LLP",123599,2021-09-29,0.008199999999999999,1238461,TCACU
HRT Financial LLC,99950,2021-09-29,0.0067,1001499,TCACU
"Hound Partners, LLC",69813,2021-09-29,0.004699999999999999,699526,TCACU
