Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,954510,2021-12-30,0.025699999999999997,15548967,THW
SIT Investment Associates Inc,885335,2021-12-30,0.023799999999999998,14422107,THW
Royal Bank of Canada,634941,2021-12-30,0.0171,10343188,THW
UBS Group AG,286998,2021-12-30,0.0077,4675197,THW
"Corecap Advisors, LLC",270635,2021-12-30,0.0073,4408644,THW
"Commonwealth Equity Services, LLC",269674,2021-12-30,0.0073,4392989,THW
"Raymond James & Associates, Inc.",196330,2021-12-30,0.0053,3198215,THW
"International Assets Investment Management, LLC",159430,2021-12-30,0.0043,2597114,THW
"Advisor Group, Inc.",147575,2021-12-30,0.004,2403996,THW
LPL Financial LLC,143660,2021-12-30,0.0039000000000000003,2340221,THW
