Holder,Shares,Date Reported,% Out,Value,ABV
Mackay-Shields LLC,1173291,2021-09-29,0.0397,18150811,MIY
SIT Investment Associates Inc,345673,2021-09-29,0.011699999999999999,5347561,MIY
Bank of America Corporation,277961,2021-09-29,0.009399999999999999,4300056,MIY
Morgan Stanley,272927,2021-09-29,0.0092,4222180,MIY
Wells Fargo & Company,267859,2021-09-29,0.0091,4143778,MIY
Cambridge Investment Research Advisors Inc.,233201,2021-09-29,0.0079,3607619,MIY
"Well Done, LLC",208563,2021-09-29,0.0070999999999999995,3226469,MIY
Reitz Capital Advisors LLC,179619,2021-09-29,0.0060999999999999995,2778705,MIY
Stifel Financial Corporation,129779,2021-09-29,0.0044,2007681,MIY
Royal Bank of Canada,101241,2021-09-29,0.0034000000000000002,1566198,MIY
