Holder,Shares,Date Reported,% Out,Value,ABV
"Rivernorth Capital Management, Llc",2637579,2021-09-29,0.0347,13689035,NCZ
"Advisors Asset Management, Inc.",2343677,2021-09-29,0.0308,12163683,NCZ
Parametric Portfolio Associates,1957529,2021-09-29,0.025699999999999997,10159575,NCZ
Royal Bank of Canada,1299727,2021-09-29,0.0171,6745583,NCZ
Morgan Stanley,1240032,2021-09-29,0.0163,6435766,NCZ
"Saba Capital Management, L.P.",1194692,2021-09-29,0.015700000000000002,6200451,NCZ
Cohen & Steers Inc.,1192658,2021-09-29,0.015700000000000002,6189895,NCZ
Heron Bay Capital Management,1066174,2021-09-29,0.013999999999999999,5533443,NCZ
SIT Investment Associates Inc,660854,2021-09-29,0.0087,3429832,NCZ
"Bramshill Investments, Llc",420191,2021-09-29,0.0055000000000000005,2180791,NCZ
