Holder,Shares,Date Reported,% Out,Value,ABV
Weiss Asset Management LP,1672600,2021-09-29,0.0669,16899114,ARGUU
HGC Investment Management Inc.,1500000,2021-09-29,0.06,15155250,ARGUU
Millennium Management LLC,1500000,2021-09-29,0.06,15155250,ARGUU
Citadel Advisors LLC,1385388,2021-09-29,0.0554,13997267,ARGUU
Sculptor Capital Lp,1250000,2021-09-29,0.05,12629375,ARGUU
Blackstone Inc,1240000,2021-09-29,0.0496,12528340,ARGUU
Governors Lane LP,1000000,2021-09-29,0.04,10103500,ARGUU
Beryl Capital Management LLC,1000000,2021-09-29,0.04,10103500,ARGUU
Kepos Capital Lp,924254,2021-09-29,0.037000000000000005,9338200,ARGUU
Magnetar Financial LLC,750000,2021-09-29,0.03,7577625,ARGUU
