Holder,Shares,Date Reported,% Out,Value,ABV
Morgan Stanley,221868,2021-09-29,0.0134,3856065,NXP
"Access Financial Services, Inc.",132766,2021-09-29,0.008,2307473,NXP
"Guggenheim Capital, LLC",125406,2021-09-29,0.0076,2179556,NXP
"Baird Financial Group, Inc.",118704,2021-09-29,0.0072,2063075,NXP
"United Capital Financial Advisers, LLC",114227,2021-09-29,0.0069,1985265,NXP
"Advisors Asset Management, Inc.",86038,2021-09-29,0.0052,1495340,NXP
Cambridge Investment Research Advisors Inc.,82536,2021-09-29,0.005,1434475,NXP
FLPutnam Investment Management Company,81759,2021-09-29,0.0049,1420971,NXP
UBS Group AG,74254,2021-09-29,0.0045000000000000005,1290534,NXP
"PNC Financial Services Group, Inc.",66096,2021-09-29,0.004,1148748,NXP
