0,1,ABV
Net Assets,,BHFAL
NAV,,BHFAL
PE Ratio (TTM),,BHFAL
Yield,,BHFAL
YTD Daily Total Return,,BHFAL
Beta (5Y Monthly),,BHFAL
Expense Ratio (net),,BHFAL
Inception Date,,BHFAL
